RRC	002.887	7	5	0.11296590909090909
PTT	002.889	7	5	0.11077297626293366
SNIC	002.890	6	6	0.10962827035894014
GLBL	002.892	6	6	0.10786931818181818
KEX	002.892	6	6	0.1076321243523316
PACR	002.892	7	5	0.10771929824561403
CTV	002.895	6	6	0.10522395833333334
NEU	002.895	6	6	0.10510091743119267
OFIX	002.895	6	6	0.10532601255406843
CLHB	002.896	6	6	0.10415796556684764
LECO	002.896	6	6	0.1038135593220339
TGT	002.896	7	5	0.10422094841063054
TUP	002.896	6	6	0.10405405405405406
PNK	002.897	7	5	0.10292682926829268
PPL	002.897	6	6	0.10260416666666666
AH	002.898	7	5	0.10225704225352113
ATU	002.898	7	5	0.10246820809248555
DELL	002.898	6	6	0.10197974217311234
FSL	002.898	6	6	0.1024454725710509
TSCO	002.898	6	6	0.1016084656084656
WST	002.900	7	5	0.09953020134228188
CHD	002.902	6	6	0.09832075471698114
WPO	002.902	7	5	0.09799027777777777
BGC	002.903	6	6	0.09719665271966527
EMC	002.903	6	6	0.09705159705159705
GEO	002.903	6	6	0.09716862330909534
GLYT	002.903	6	6	0.09710909090909091
PRGS	002.903	6	6	0.09715231251663368
AVY	002.904	7	5	0.09614173228346456
DKS	002.906	7	5	0.09378486055776893
IO	002.906	6	6	0.09449008022289475
ADCT	002.907	7	5	0.09341614906832298
MSSR	002.907	7	5	0.09299350836238048
ASF	002.908	7	5	0.09236470513066258
SRVY	002.908	7	5	0.09221877879219365
CAT	002.909	7	5	0.09083106851666428
CKCM	002.909	6	6	0.09137771184869276
FWLT	002.909	7	5	0.09108627450980392
AVCT	002.910	6	6	0.08965546218487395
BNT	002.910	6	6	0.08957504120934347
ROLL	002.910	7	5	0.08986419457462456
DO	002.911	6	6	0.0890373831775701
ADP	002.913	6	6	0.08713355048859936
LEAP	002.913	6	6	0.08700925925925926
AME	002.914	6	6	0.08581283422459893
CHDN	002.914	7	5	0.08567064193168433
MLHR	002.914	5	7	0.08551440329218107
MTD	002.914	6	6	0.08560424028268551
ORLY	002.914	6	6	0.08596899224806201
VTIV	002.915	6	6	0.08531192660550459
INGR	002.917	6	6	0.08303960396039604
GSF	002.918	6	6	0.08235593220338983
CERN	002.919	6	6	0.08064589235127478
RUTH	002.919	6	6	0.08123464373464373
TIE	002.919	7	5	0.08050478468899522
MFRI	002.921	7	5	0.07856236786469345
TQNT	002.921	7	5	0.07866021611695741
VITL	002.921	6	6	0.07920555917757247
GPIC	002.922	6	6	0.07778277827782779
LRCX	002.922	5	7	0.07767125645438898
ACLI	002.923	6	6	0.07749222797927462
BW	002.923	7	5	0.07685306038332074
HEI	002.924	7	5	0.07647002642386425
IVGN	002.924	6	6	0.07592165898617512
OLAB	002.924	7	5	0.07598425196850393
PWR	002.924	7	5	0.07605504587155963
SSYS	002.924	6	6	0.07629897427274256
BEAV	002.925	6	6	0.07471502590673575
CGNX	002.925	6	6	0.07511947766384706
COH	002.926	7	5	0.0744298755186722
INTU	002.926	7	5	0.0741192118226601
VCLK	002.926	7	5	0.07444025157232705
ARD	002.927	6	6	0.07336292002536002
ORB	002.927	5	7	0.07250943396226416
CVGW	002.928	7	5	0.07244456840050202
LM	002.928	6	6	0.07182272727272727
TIBX	002.928	7	5	0.07164335664335664
MCHP	002.929	6	6	0.07107882534775889
MIL	002.929	5	7	0.07133333333333333
IFOX	002.930	6	6	0.06987028301886793
IGT	002.930	6	6	0.0702364394993046
SLB	002.930	6	6	0.06976137697222584
UNFI	002.930	6	6	0.06990540540540541
ATW	002.931	7	5	0.06897037037037038
DHR	002.932	6	6	0.0676949443016281
TSAI	002.932	6	6	0.06801801801801802
DLP	002.933	6	6	0.06706060606060606
ORCL	002.933	5	7	0.06729094076655052
PLCM	002.933	5	7	0.06653888888888888
PSYS	002.933	7	5	0.06680973451327434
DIOD	002.934	6	6	0.06595145631067961
MON	002.934	6	6	0.0662033650329188
MROI	002.934	6	6	0.0662205466540999
JCOM	002.935	6	6	0.06451666666666667
RMD	002.936	5	7	0.0644421768707483
CYRO.OB	002.937	7	5	0.06316026073274893
FILE	002.937	6	6	0.06271844660194174
UVN	002.937	6	6	0.06253305084745762
BF-B	002.939	7	5	0.060792492179353494
CMVT	002.939	5	7	0.06094941634241245
NATI	002.939	6	6	0.06064646464646465
GLW	002.940	6	6	0.05960086299892125
VSEA	002.940	7	5	0.060359756097560974
PAY	002.941	7	5	0.05892079207920792
AQNT	002.942	6	6	0.058375
RVSN	002.942	6	6	0.05789492230170196
CUB	002.944	7	5	0.05648846848761824
DRIV	002.944	5	7	0.055511627906976745
FFIV	002.944	5	7	0.056131147540983604
RADS	002.944	5	7	0.056054813564371184
PMCS	002.945	6	6	0.055341269841269844
VAR	002.945	6	6	0.05462235649546828
FNSR	002.946	6	6	0.054436507936507936
ISE	002.946	6	6	0.0541025641025641
MRVL	002.946	5	7	0.05382972718720602
NVDA	002.947	5	7	0.052747624076029564
VIVO	002.947	7	5	0.053309203722854186
ANGO	002.949	5	7	0.050803057631194706
CTXS	002.949	5	7	0.0514180602006689
STEL	002.949	6	6	0.05122009190302646
MNT	002.950	6	6	0.05033928571428571
OPNT	002.951	6	6	0.04911643799049704
PSEM	002.952	5	7	0.04803515254406551
SRSL	002.954	6	6	0.04601184736189558
PHST.OB	002.955	7	5	0.04497528830313015
KYPH	002.956	5	7	0.043738562091503265
BOT	002.957	7	5	0.042620232172470976
FTEK	002.957	6	6	0.043415190135737226
VMSI	002.957	7	5	0.04284931506849315
LWAY	002.958	7	5	0.04230274048188339
NTRI	002.958	6	6	0.04235321100917431
CSGP	002.959	5	7	0.040910519611573395
KVHI	002.959	6	6	0.041086909011437314
WIND	002.959	7	5	0.04089767326674293
ILSE	002.962	5	7	0.03805750645296836
OMCL	002.962	5	7	0.03812072688017273
OYOG	002.963	6	6	0.0370016710432084
SIRF	002.963	6	6	0.037460176991150444
SONO	002.963	6	6	0.03695185525912297
XFN	002.963	6	6	0.03671020120014119
DNA	002.965	6	6	0.03545371637026904
TSCM	002.966	7	5	0.03429221517958719
INAP	002.967	6	6	0.03277778919463225
BBBB	002.969	6	6	0.031495869091446374
DIGE	002.974	6	6	0.025733544366844125
LVS	002.977	5	7	0.023330011074197122
KNOT	002.978	5	7	0.021947546282691743
MDRX	002.979	6	6	0.021195121951219514
MEL	003.000	5	7	0
CHAR.OB	003.289	6	5	0.7105633802816902
SWCC.OB	003.430	6	5	0.5701943844492441
EWEB	003.560	6	5	0.4400564174894217
NVR	003.627	6	5	0.3727810650887574
MTH	003.683	5	6	0.31737988826815644
AE	003.706	6	5	0.294181367997524
ARIS.OB	003.728	5	6	0.2723174030658251
PZZ	003.733	6	5	0.2674863387978142
IPS	003.736	6	5	0.2643979057591623
FCX	003.757	7	4	0.24331103678929766
USAK	003.757	7	4	0.2434971098265896
VLO	003.759	6	5	0.2407252440725244
KOMG	003.766	4	7	0.23360110115756932
RAI	003.768	6	5	0.2317016317016317
ABFS	003.769	6	5	0.23054605950557422
CHAP	003.771	6	5	0.22867701863354037
CECO	003.781	7	4	0.21943814432989692
LEN	003.783	6	5	0.216696269982238
TRMA	003.783	6	5	0.2165107619653074
ALO	003.786	6	5	0.21420443540577183
MEDW	003.786	6	5	0.21383495145631068
XOM	003.788	6	5	0.2117286418765827
AMWD	003.795	7	4	0.20491220947934638
USU	003.796	6	5	0.20442895841935127
VICR	003.798	5	6	0.20158234900824604
CMT	003.799	7	4	0.2007424328954883
UDRL	003.799	6	5	0.201410536159601
AMKR	003.801	5	6	0.199
CHK	003.801	5	6	0.19910625620655412
AHG	003.802	6	5	0.19813571428571428
SWFT	003.802	7	4	0.19785333333333333
HP	003.806	6	5	0.19435169491525423
WWAG.OB	003.807	7	4	0.19322990126939352
CAMP	003.810	6	5	0.18994786793209464
NAFC	003.814	7	4	0.18586314539885393
PQ	003.815	5	6	0.1851265588709558
BAS	003.821	6	5	0.17857425742574257
AACE	003.823	6	5	0.1772932496421099
OSG	003.823	6	5	0.17677124183006537
PLNR	003.824	6	5	0.1759819505691724
SRI	003.824	7	4	0.17572430051492027
BWA	003.825	6	5	0.17513089005235602
EAC	003.826	7	4	0.17396808510638298
UFPI	003.827	5	6	0.17311428571428572
FMC	003.828	7	4	0.17240000000000003
LII	003.829	6	5	0.17106508875739646
VTRU	003.829	6	5	0.17124107175229325
GETI	003.835	7	4	0.16468876313662087
LDL	003.835	7	4	0.16463341705537615
DWVS.OB	003.836	6	5	0.16423196104471005
ALV	003.842	6	5	0.1583271375464684
GMTC	003.843	5	6	0.1573112792539152
RS	003.843	5	6	0.15650857142857144
ARTL	003.844	6	5	0.1560405077734988
MU	003.844	7	4	0.15642994241842612
ATAC	003.845	7	4	0.15474254742547425
VPS	003.845	7	4	0.15509641873278238
ADPI	003.849	7	4	0.15078903840135902
AES	003.849	5	6	0.15081521739130435
BRS	003.849	5	6	0.15095278951772645
BRNC	003.851	5	6	0.14935103893766374
ETH	003.852	6	5	0.1478157894736842
RES	003.852	5	6	0.14760833333333334
ARW	003.853	5	6	0.14652913752913752
NADX	003.853	7	4	0.14747238031469703
ARS	003.854	5	6	0.14591780821917807
CAE	003.854	7	4	0.14588117106773824
CAL	003.855	7	4	0.14456521739130435
EAT	003.855	6	5	0.14498947368421053
TWIN	003.855	6	5	0.14523358439998152
CKR	003.856	6	5	0.1442330827067669
RDEN	003.857	6	5	0.1432244534459479
RRD	003.858	6	5	0.14241486068111456
SPSS	003.858	5	6	0.141643059490085
NSYS	003.859	6	5	0.14145060715457827
FDX	003.860	6	5	0.13965014577259477
A	003.861	5	6	0.13926042486231313
CZN	003.861	6	5	0.13859020310633216
MTX	003.861	6	5	0.1393421052631579
ULGX	003.861	5	6	0.13860369609856263
BETM.OB	003.862	6	5	0.13844936708860758
LZ	003.862	6	5	0.13832167832167833
SYXI	003.862	6	5	0.1383480572947937
RDC	003.863	5	6	0.13710169491525423
RJET	003.864	6	5	0.13562176165803108
BJS	003.865	6	5	0.13452914798206278
HLX	003.865	5	6	0.13532758620689656
RGS	003.865	6	5	0.13527102803738317
ASPV	003.867	5	6	0.13253074635394346
NFG	003.867	7	4	0.133256157635468
OII	003.867	7	4	0.13291803278688524
SRZ	003.868	6	5	0.13152702702702704
AMK	003.869	5	6	0.13072447447447447
BNI	003.869	6	5	0.13098847786537296
CLDN	003.869	5	6	0.13112410004264607
HAS	003.870	6	5	0.1300928961748634
MTEX	003.870	6	5	0.1299311133887922
TTC	003.870	6	5	0.12979473684210527
GEF	003.871	7	4	0.12893243243243244
HFIT.OB	003.871	6	5	0.1289655172413793
BRL	003.872	6	5	0.12772525252525252
NST	003.872	6	5	0.12817700453857792
OXM	003.872	7	4	0.12773551723779097
AW	003.874	7	4	0.125533731853117
CKEC	003.875	6	5	0.12496657596300549
IMN	003.875	5	6	0.12521008403361344
MYE	003.875	7	4	0.1249708098275629
TNC	003.875	5	6	0.12481018150263938
WWIN	003.875	6	5	0.12531830437387656
RBC	003.876	6	5	0.12366279069767441
T	003.876	5	6	0.12416581108829569
ATRI	003.877	5	6	0.12291991679667187
CHB	003.877	5	6	0.12331737538721486
CTS	003.877	5	6	0.12300916138125441
INTL	003.877	5	6	0.12299559029865705
NSM	003.877	6	5	0.12329593267882188
SPN	003.877	6	5	0.1225240174672489
USPI	003.877	6	5	0.12326027397260274
BMS	003.878	5	6	0.12172857142857142
PCAR	003.878	5	6	0.12213333333333333
UUU	003.878	6	5	0.1218469431380932
NYT	003.879	7	4	0.12137820512820513
IBM	003.880	6	5	0.11995318899941484
KRON	003.880	6	5	0.12037468740728183
KTII	003.880	6	5	0.11991713524711453
ME	003.880	6	5	0.1202156862745098
MHK	003.880	5	6	0.12007560975609757
WMI	003.880	7	4	0.12033650329188003
BBSI	003.881	6	5	0.11897498474679682
ONNN	003.881	6	5	0.11931159420289855
UIC	003.881	6	5	0.1188722813367866
AXYS	003.882	5	6	0.11773717657739446
BGFV	003.883	7	4	0.11691158156911581
CTGX	003.883	6	5	0.1167459059693608
MDP	003.883	7	4	0.11703092783505155
STE	003.883	6	5	0.11735329341317366
CYBE	003.884	5	6	0.11625389091893355
CYH	003.884	6	5	0.11615809523809524
SEE	003.884	7	4	0.11617597292724197
HAL	003.885	7	4	0.11525307797537619
HVT	003.885	6	5	0.11487899611592471
SEH	003.885	6	5	0.11531623931623931
ARXX	003.886	5	6	0.11419520086276624
IMCL	003.886	5	6	0.11398039215686274
PFCB	003.886	6	5	0.11365574106651413
AZZ	003.887	6	5	0.11323041256125191
CLAY	003.887	6	5	0.11292097060081902
GDI	003.887	6	5	0.11327601809954752
KSE	003.887	7	4	0.1125886524822695
MCRL	003.887	5	6	0.11302588750646426
NCI	003.887	6	5	0.11282608695652174
SLNK	003.887	5	6	0.11269990592662277
SXT	003.887	7	4	0.11344137931034483
HB	003.888	6	5	0.11156424581005586
WW	003.888	5	6	0.11154375
XRM	003.888	6	5	0.11215178571428572
TXN	003.889	5	6	0.11074343701742775
ALY	003.890	5	6	0.10977964026744515
JWN	003.890	6	5	0.11026936026936027
KMB	003.890	7	4	0.1102077687443541
MSA	003.890	6	5	0.10996268656716418
ZONS	003.890	7	4	0.11041422565304294
CW	003.891	6	5	0.1089360465116279
EXTR	003.891	6	5	0.10894600684302762
HTV	003.891	7	4	0.10863422818791946
PFE	003.891	6	5	0.10921484724848243
SMG	003.891	6	5	0.10850282485875706
BWLD	003.892	5	6	0.10809954591854694
FTD	003.892	5	6	0.10813711062055432
ITW	003.892	6	5	0.10815939278937381
MRD	003.892	5	6	0.10826446280991736
TMI	003.892	6	5	0.10761296282041413
CRN	003.893	6	5	0.10663431069752517
MMM	003.893	5	6	0.10718002081165452
AMSWA	003.894	5	6	0.10565490575157081
BIO	003.894	5	6	0.1063031914893617
LSI	003.894	5	6	0.10627756653992396
WMS	003.894	6	5	0.10613861386138614
BHI	003.895	7	4	0.10457198443579767
NEM	003.895	5	6	0.10497237569060772
PRAA	003.895	6	5	0.10458381111993179
RSTI	003.895	5	6	0.10476956387256418
AMRI	003.896	6	5	0.10449525206830501
ATK	003.896	6	5	0.10438820638820638
GISX	003.896	7	4	0.10389312977099237
JOYG	003.896	5	6	0.10350233644859812
MCD	003.896	6	5	0.10352382691254336
UNH	003.896	6	5	0.10391447885552586
EXC	003.897	6	5	0.10319634703196347
HPQ	003.897	6	5	0.10273660205245154
HXL	003.897	6	5	0.10294797687861272
ITT	003.897	6	5	0.10256410256410256
MOT	003.897	5	6	0.1034618410700236
BLL	003.898	5	6	0.10151953690303907
FADV	003.898	5	6	0.10202857142857143
IPAR	003.898	5	6	0.10151450813871196
KEA	003.898	6	5	0.10187154655100707
LMT	003.898	6	5	0.10191082802547771
MATW	003.898	7	4	0.10154198473282444
MOV	003.898	6	5	0.10184249628528974
NCR	003.898	6	5	0.10212765957446808
OSK	003.898	6	5	0.10233618233618233
WMT	003.898	6	5	0.1019939929918238
PKI	003.899	6	5	0.10144247787610619
TER	003.899	6	5	0.1007212389380531
COHR	003.900	7	4	0.09983011770416211
FRZ	003.900	6	5	0.10009481240688067
SPLS	003.900	5	6	0.10029154518950438
TDY	003.900	6	5	0.09971428571428571
ULCM	003.900	5	6	0.10003770942196843
ATI	003.901	6	5	0.09869894099848714
DGII	003.901	5	6	0.09946157250331908
GPI	003.901	7	4	0.09914418604651162
HAE	003.901	6	5	0.09923809523809524
MTCT	003.901	6	5	0.09911051953265301
NTY	003.901	6	5	0.09891121495327101
SMSC	003.901	5	6	0.09893439826613955
DOV	003.902	6	5	0.09834558823529413
FUL	003.902	7	4	0.09794674556213018
IRF	003.902	5	6	0.09797265625
MIDD	003.902	6	5	0.09824339516582349
MYL	003.902	6	5	0.09762013729977116
NMSS	003.902	6	5	0.09757367489326252
STZ	003.902	6	5	0.0975334051724138
WFT	003.902	5	6	0.09795412275263485
BUD	003.903	7	4	0.09736722650930549
CAAS	003.903	5	6	0.09746588693957114
CELL	003.903	6	5	0.09682831942505864
FDC	003.903	5	6	0.0972338642078793
NFP	003.903	6	5	0.09736129032258065
DSCI.OB	003.904	7	4	0.0958498023715415
ENDP	003.904	5	6	0.0961711229946524
FCS	003.904	6	5	0.096125
LH	003.904	6	5	0.09568669527896996
DADE	003.905	5	6	0.09524547803617571
MIKR	003.905	7	4	0.09498598567424478
QSFT	003.905	5	6	0.09478688524590163
ARRS	003.906	5	6	0.09350961538461539
AWR	003.906	5	6	0.09439543889845095
BID	003.906	6	5	0.09383181818181818
CLC	003.906	6	5	0.09355974842767295
IEX	003.906	6	5	0.09394715447154471
MFB	003.906	6	5	0.09387263976305073
PETS	003.906	6	5	0.09382449511986686
PX	003.906	6	5	0.09403973509933775
BBOX	003.907	5	6	0.09285553059535454
CANI	003.907	6	5	0.09338463815302649
FMD	003.907	5	6	0.09301904761904761
LCAV	003.907	5	6	0.0930111682703841
ABHH.OB	003.908	5	6	0.09192037470725996
FO	003.908	6	5	0.09152542372881356
GGG	003.908	5	6	0.09182239382239382
VAS	003.908	6	5	0.09174154409660619
CLX	003.909	6	5	0.09067579127459367
GD	003.909	7	4	0.09140650144834245
ICUI	003.909	5	6	0.09072357194377496
JW-A	003.909	6	5	0.09116143497757848
VMI	003.909	6	5	0.09067320261437908
AMAT	003.910	6	5	0.09016727866177071
DTAS	003.910	5	6	0.09032678791391928
REY	003.910	6	5	0.08996739130434783
FTI	003.911	7	4	0.08947643979057592
HSTM	003.911	5	6	0.08857769529272819
CDNS	003.912	6	5	0.08815366972477064
CVS	003.912	6	5	0.0881720430107527
JLL	003.912	5	6	0.08810784313725491
MOLX	003.912	6	5	0.08766320474777448
NWL	003.912	6	5	0.08764593301435407
OMC	003.912	7	4	0.0877674163466813
SYY	003.912	6	5	0.08838043965903992
TTEC	003.912	6	5	0.08846017699115044
WYE	003.912	6	5	0.08834586466165413
ZVXI	003.912	6	5	0.08782038545599047
EPIC	003.913	5	6	0.0872580751700905
NVLS	003.913	5	6	0.08671147540983608
PRGO	003.913	6	5	0.08731192660550459
SCSS	003.913	5	6	0.08666666666666667
AVX	003.914	6	5	0.08577433628318584
BEC	003.914	6	5	0.08563805104408352
GPN	003.914	6	5	0.08604878048780487
HUBG	003.914	6	5	0.08628135319910317
KSS	003.914	6	5	0.08634719710669078
MSM	003.914	7	4	0.0859469696969697
PRXL	003.914	6	5	0.08606801169880533
PYX	003.914	6	5	0.08602758620689656
CKFR	003.915	5	6	0.08525301204819277
FSH	003.915	6	5	0.08537616229923922
PESI	003.915	7	4	0.08548590660496425
RTSX	003.915	7	4	0.08543315935369478
BSX	003.916	5	6	0.08392554991539763
DTPI	003.916	6	5	0.08402833513626688
MANH	003.916	5	6	0.08388365176185915
MED	003.916	7	4	0.0842013888888889
PMD	003.916	6	5	0.08412133120471571
RFMD	003.916	5	6	0.08443225806451612
CYTC	003.917	5	6	0.08343598615916956
LAUR	003.917	5	6	0.082696
MPS	003.917	6	5	0.08318
PLL	003.917	5	6	0.08268557919621748
SYKE	003.917	5	6	0.08343763037129745
BEN	003.918	6	5	0.08172043010752689
HOT	003.918	6	5	0.0818242790073776
KOSP	003.918	6	5	0.0825
MGI	003.918	5	6	0.08229770992366413
POT	003.918	6	5	0.08221343873517786
FELE	003.919	5	6	0.08127642276422764
STAN	003.919	5	6	0.08112260575642732
TZIX	003.919	5	6	0.0809216400977852
CCO	003.920	6	5	0.07960079443892751
CXW	003.920	6	5	0.07958479532163742
POOL	003.920	5	6	0.07994690265486726
ROP	003.920	6	5	0.07985412262156448
BFAM	003.921	6	5	0.0794392523364486
GTIV	003.921	6	5	0.07931597604854021
TXRH	003.921	5	6	0.07866290618175434
BRCD	003.922	6	5	0.07827058823529412
ENMC	003.922	5	6	0.07810839532412327
MATK	003.922	6	5	0.07804249656714939
MDT	003.922	5	6	0.0778421433743664
SEIC	003.922	6	5	0.077841620626151
DCI	003.923	6	5	0.07677955271565495
HSIC	003.923	6	5	0.07721748400852878
ITRI	003.923	6	5	0.0767019867549669
ZOLL	003.923	5	6	0.07672360141069082
CMX	003.924	6	5	0.07565217391304348
HURN	003.924	5	6	0.07606567464757216
KV-A	003.924	6	5	0.07618333333333334
WEBM	003.924	6	5	0.07566830988737926
DV	003.925	6	5	0.07518181818181818
IIVI	003.925	6	5	0.07496499431983303
ISYS	003.925	5	6	0.07511590893363781
KMX	003.925	5	6	0.07485869565217391
PDCO	003.925	7	4	0.07479399141630902
AMMD	003.926	5	6	0.07427906976744186
DGIN	003.926	5	6	0.07442033561891014
MMSI	003.926	6	5	0.07423235201012979
BAX	003.927	6	5	0.07265650340577359
CSCO	003.927	6	5	0.07293106095501306
KO	003.927	6	5	0.07305118295786596
WWY	003.927	6	5	0.07270327272727273
STJ	003.928	5	6	0.0719525925925926
ANEN	003.930	5	6	0.0697261833032068
DAR	003.930	7	4	0.06990924560408394
DGIT	003.930	6	5	0.06988082340195016
NVT	003.930	5	6	0.07024215246636771
ATRS	003.931	6	5	0.0691717353145283
IWOV	003.931	6	5	0.06857055589492975
LHCG	003.931	6	5	0.06933809993863885
MCRS	003.931	5	6	0.06944767441860465
TWGP	003.931	5	6	0.0694169771114075
ROG	003.932	5	6	0.0683904761904762
PSSI	003.933	6	5	0.06725333333333333
TRMB	003.933	5	6	0.06665060240963855
IT	003.934	7	4	0.06558064516129032
ELS	003.936	6	5	0.06375800711743772
FLWS	003.936	6	5	0.06418142740680353
SBL	003.936	6	5	0.06443854748603352
BRLI	003.937	6	5	0.06338421444527179
MCHX	003.937	6	5	0.06349862258953168
RMKR	003.937	6	5	0.06309928858645221
TECH	003.938	5	6	0.0619738219895288
VRNT	003.938	4	7	0.062057547385247776
FORR	003.939	6	5	0.06101320572401417
PSPT	003.939	5	6	0.06064957264957265
SRCL	003.940	6	5	0.060451977401129946
UBET	003.940	5	6	0.06025459688826026
CRVU.OB	003.941	7	4	0.059020510673922146
HIH	003.941	5	6	0.059422077922077925
GENZ	003.942	5	6	0.05763850027979855
HST	003.942	5	6	0.05827505827505827
QD	003.942	5	6	0.05758651904463478
MAR	003.944	6	5	0.05641791044776119
SVVS	003.944	6	5	0.05612
ADSK	003.945	5	6	0.05473272490221643
BLKB	003.946	5	6	0.05362344019867347
ECLG	003.946	6	5	0.054443373220665794
